Area,Year,Population
Yemen Arab Republic (Former),1829,
Yemen Democratic (Former),1829,
Yemen - Rep.,1829,
Yugoslavia,1829,
Zambia,1829,
Zimbabwe,1829,
Åland,1829,
Abkhazia,1830,
Afghanistan,1830,
Akrotiri and Dhekelia,1830,
Albania,1830,
Algeria,1830,
American Samoa,1830,
Andorra,1830,
Angola,1830,
Anguilla,1830,
Antigua and Barbuda,1830,
Argentina,1830,
Armenia,1830,
Aruba,1830,
Australia,1830,330000
Austria,1830,3538000
Azerbaijan,1830,
Bahamas,1830,
Bahrain,1830,
Bangladesh,1830,
Barbados,1830,
Belarus,1830,
Belgium,1830,3750000
Belize,1830,
Benin,1830,
Bermuda,1830,
Bhutan,1830,
Bolivia,1830,
Bosnia and Herzegovina,1830,
Botswana,1830,
Brazil,1830,
British Virgin Islands,1830,
Brunei,1830,
Bulgaria,1830,
Burkina Faso,1830,
Burundi,1830,
Cambodia,1830,
Cameroon,1830,
Canada,1830,1169000
Cape Verde,1830,
Cayman Islands,1830,
Central African Rep.,1830,
Chad,1830,
Channel Islands,1830,
Chile,1830,965173
China,1830,409000000
Christmas Island,1830,
Cocos Island,1830,
Colombia,1830,
Comoros,1830,
Congo - Dem. Rep.,1830,
Congo - Rep.,1830,
Cook Islands,1830,
Costa Rica,1830,
Cote d'Ivoire,1830,
Croatia,1830,
Cuba,1830,
Cyprus,1830,
Czech Rep.,1830,
Czechoslovakia,1830,
Denmark,1830,1273000
Djibouti,1830,
Dominica,1830,
Dominican Rep.,1830,
East Germany,1830,
Ecuador,1830,
Egypt,1830,
El Salvador,1830,
Equatorial Guinea,1830,
Eritrea,1830,
Eritrea and Ethiopia,1830,
Estonia,1830,
Ethiopia,1830,
Faeroe Islands,1830,
Falkland Islands (Malvinas),1830,
Fiji,1830,
Finland,1830,1364000
France,1830,33300000
French Guiana,1830,
French Polynesia,1830,
Gabon,1830,
Gambia,1830,
Georgia,1830,
Germany,1830,28045000
Ghana,1830,
Gibraltar,1830,
Greece,1830,2534000
Greenland,1830,
Grenada,1830,
Guadeloupe,1830,
Guam,1830,
Guatemala,1830,
Guernsey,1830,
Guinea,1830,
Guinea-Bissau,1830,
Guyana,1830,
Haiti,1830,
Holy See,1830,
Honduras,1830,
Hong Kong - China,1830,
Hungary,1830,
Iceland,1830,
India,1830,
Indonesia,1830,18437029
Iran,1830,
Iraq,1830,
Ireland,1830,5569177
Isle of Man,1830,
Israel,1830,
Italy,1830,21513000
Jamaica,1830,
Japan,1830,31329812
Jersey,1830,
Jordan,1830,
Kazakhstan,1830,
Kenya,1830,
Kiribati,1830,
Korea - Dem. Rep.,1830,
Korea - Rep.,1830,
Korea - United,1830,
Kosovo,1830,
Kuwait,1830,
Kyrgyzstan,1830,
Laos,1830,
Latvia,1830,
Lebanon,1830,
Lesotho,1830,
Liberia,1830,
Libya,1830,
Liechtenstein,1830,
Lithuania,1830,
Luxembourg,1830,
Macao - China,1830,
Macedonia - FYR,1830,
Madagascar,1830,
Malawi,1830,
Malaysia,1830,
Maldives,1830,
Mali,1830,
Malta,1830,
Marshall Islands,1830,
Martinique,1830,
Mauritania,1830,
Mauritius,1830,
Mayotte,1830,
Mexico,1830,
Micronesia - Fed. Sts.,1830,
Moldova,1830,
Monaco,1830,
Mongolia,1830,
Montenegro,1830,
Montserrat,1830,
Morocco,1830,
Mozambique,1830,
Myanmar,1830,
Namibia,1830,
Nauru,1830,
Nepal,1830,
Netherlands,1830,2633000
Netherlands Antilles,1830,
New Caledonia,1830,
New Zealand,1830,100000
Ngorno-Karabakh,1830,
Nicaragua,1830,
Niger,1830,
Nigeria,1830,
Niue,1830,
Norfolk Island,1830,
Northern Cyprus,1830,
Northern Mariana Islands,1830,
Norway,1830,1124000
Oman,1830,
Pakistan,1830,
Palau,1830,
Panama,1830,
Papua New Guinea,1830,
Paraguay,1830,
Peru,1830,
Philippines,1830,
Pitcairn,1830,
Poland,1830,
Portugal,1830,3491000
Puerto Rico,1830,
Qatar,1830,
Reunion,1830,
Romania,1830,
Russia,1830,
Rwanda,1830,
Saint Barthélemy,1830,
Saint Helena,1830,
Saint Kitts and Nevis,1830,
Saint Lucia,1830,
Saint Martin,1830,
Saint Vincent and the Grenadines,1830,
Saint-Pierre-et-Miquelon,1830,
Samoa,1830,
San Marino,1830,
Sao Tome and Principe,1830,
Saudi Arabia,1830,
Senegal,1830,
Serbia,1830,
Serbia and Montenegro,1830,
Serbia excluding Kosovo,1830,
Seychelles,1830,
Sierra Leone,1830,
Singapore,1830,
Slovak Republic,1830,
Slovenia,1830,
Solomon Islands,1830,
Somalia,1830,
Somaliland,1830,
South Africa,1830,
South Ossetia,1830,
South Sudan,1830,
Spain,1830,13041000
Sri Lanka,1830,
Sudan,1830,
Suriname,1830,
Svalbard,1830,
Swaziland,1830,
Sweden,1830,2866518
Switzerland,1830,2100000
Syria,1830,
Taiwan,1830,
Tajikistan,1830,
Tanzania,1830,
Thailand,1830,
Timor-Leste,1830,
Togo,1830,
Tokelau,1830,
Tonga,1830,
Transnistria,1830,
Trinidad and Tobago,1830,
Tunisia,1830,
Turkey,1830,
Turkmenistan,1830,
Turks and Caicos Islands,1830,
Tuvalu,1830,
Uganda,1830,
Ukraine,1830,
United Arab Emirates,1830,
United Kingdom,1830,18569823
United States,1830,13240314
Uruguay,1830,
USSR,1830,
Uzbekistan,1830,
Wallis et Futuna,1830,
Vanuatu,1830,
Venezuela,1830,
West Bank and Gaza,1830,
West Germany,1830,
Western Sahara,1830,
Vietnam,1830,
Virgin Islands (U.S.),1830,
Yemen Arab Republic (Former),1830,
Yemen Democratic (Former),1830,
Yemen - Rep.,1830,
Yugoslavia,1830,
Zambia,1830,
Zimbabwe,1830,
Åland,1830,
Abkhazia,1831,
Afghanistan,1831,
Akrotiri and Dhekelia,1831,
Albania,1831,
Algeria,1831,
American Samoa,1831,
Andorra,1831,
Angola,1831,
Anguilla,1831,
Antigua and Barbuda,1831,
Argentina,1831,
Armenia,1831,
Aruba,1831,
Australia,1831,333000
Austria,1831,3555000
Azerbaijan,1831,
Bahamas,1831,
Bahrain,1831,
Bangladesh,1831,
Barbados,1831,
Belarus,1831,
Belgium,1831,3782000
Belize,1831,
Benin,1831,
Bermuda,1831,
Bhutan,1831,
Bolivia,1831,
Bosnia and Herzegovina,1831,
Botswana,1831,
Brazil,1831,
British Virgin Islands,1831,
Brunei,1831,
Bulgaria,1831,
Burkina Faso,1831,
Burundi,1831,
Cambodia,1831,
Cameroon,1831,
Canada,1831,
Cape Verde,1831,
Cayman Islands,1831,
Central African Rep.,1831,
Chad,1831,
Channel Islands,1831,
Chile,1831,986056
China,1831,409299014
Christmas Island,1831,
Cocos Island,1831,
Colombia,1831,
Comoros,1831,
Congo - Dem. Rep.,1831,
Congo - Rep.,1831,
Cook Islands,1831,
Costa Rica,1831,
Cote d'Ivoire,1831,
Croatia,1831,
Cuba,1831,
Cyprus,1831,
Czech Rep.,1831,
Czechoslovakia,1831,
Denmark,1831,1275000
Djibouti,1831,
Dominica,1831,
Dominican Rep.,1831,
East Germany,1831,
Ecuador,1831,
Egypt,1831,
El Salvador,1831,
Equatorial Guinea,1831,
Eritrea,1831,
Eritrea and Ethiopia,1831,
Estonia,1831,
Ethiopia,1831,
Faeroe Islands,1831,
Falkland Islands (Malvinas),1831,
Fiji,1831,
Finland,1831,1374000
France,1831,33439000
French Guiana,1831,
French Polynesia,1831,
Gabon,1831,
Gambia,1831,
Georgia,1831,
Germany,1831,28283000
Ghana,1831,
Gibraltar,1831,
Greece,1831,2557000
Greenland,1831,
Grenada,1831,
Guadeloupe,1831,
Guam,1831,
Guatemala,1831,
Guernsey,1831,
Guinea,1831,
Guinea-Bissau,1831,
Guyana,1831,
Haiti,1831,
Holy See,1831,
Honduras,1831,
Hong Kong - China,1831,
Hungary,1831,
Iceland,1831,
India,1831,
Indonesia,1831,18590189
Iran,1831,
Iraq,1831,
Ireland,1831,5621119
Isle of Man,1831,
Israel,1831,
Italy,1831,21652000
Jamaica,1831,
Japan,1831,31362986
Jersey,1831,
Jordan,1831,
Kazakhstan,1831,
Kenya,1831,
Kiribati,1831,
Korea - Dem. Rep.,1831,
Korea - Rep.,1831,
Korea - United,1831,
Kosovo,1831,
Kuwait,1831,
Kyrgyzstan,1831,
Laos,1831,
Latvia,1831,
Lebanon,1831,
Lesotho,1831,
Liberia,1831,
Libya,1831,
Liechtenstein,1831,
Lithuania,1831,
Luxembourg,1831,
Macao - China,1831,
Macedonia - FYR,1831,
Madagascar,1831,
Malawi,1831,
Malaysia,1831,
Maldives,1831,
Mali,1831,
Malta,1831,
Marshall Islands,1831,
Martinique,1831,
Mauritania,1831,
Mauritius,1831,
Mayotte,1831,
Mexico,1831,
Micronesia - Fed. Sts.,1831,
Moldova,1831,
Monaco,1831,
Mongolia,1831,
Montenegro,1831,
Montserrat,1831,
Morocco,1831,
Mozambique,1831,
Myanmar,1831,
Namibia,1831,
Nauru,1831,
Nepal,1831,
Netherlands,1831,2653000
Netherlands Antilles,1831,
New Caledonia,1831,
New Zealand,1831,
Ngorno-Karabakh,1831,
Nicaragua,1831,
Niger,1831,
Nigeria,1831,
Niue,1831,
Norfolk Island,1831,
Northern Cyprus,1831,
Northern Mariana Islands,1831,
Norway,1831,1137000
Oman,1831,
Pakistan,1831,
Palau,1831,
Panama,1831,
Papua New Guinea,1831,
Paraguay,1831,
Peru,1831,
Philippines,1831,
Pitcairn,1831,65
Poland,1831,
Portugal,1831,3512000
Puerto Rico,1831,
Qatar,1831,
Reunion,1831,
Romania,1831,
Russia,1831,
Rwanda,1831,
Saint Barthélemy,1831,
Saint Helena,1831,
Saint Kitts and Nevis,1831,
Saint Lucia,1831,
Saint Martin,1831,
Saint Vincent and the Grenadines,1831,
Saint-Pierre-et-Miquelon,1831,
Samoa,1831,
San Marino,1831,
Sao Tome and Principe,1831,
Saudi Arabia,1831,
Senegal,1831,
Serbia,1831,
Serbia and Montenegro,1831,
Serbia excluding Kosovo,1831,
Seychelles,1831,
Sierra Leone,1831,
Singapore,1831,
Slovak Republic,1831,
Slovenia,1831,
Solomon Islands,1831,
Somalia,1831,
Somaliland,1831,
South Africa,1831,
South Ossetia,1831,
South Sudan,1831,
Spain,1831,13128000
Sri Lanka,1831,
Sudan,1831,
Suriname,1831,
Svalbard,1831,
Swaziland,1831,
Sweden,1831,2886418
Switzerland,1831,2112000
Syria,1831,
Taiwan,1831,
Tajikistan,1831,
Tanzania,1831,
Thailand,1831,
Timor-Leste,1831,
Togo,1831,
Tokelau,1831,
Tonga,1831,
Transnistria,1831,
Trinidad and Tobago,1831,
Tunisia,1831,
Turkey,1831,
Turkmenistan,1831,
Turks and Caicos Islands,1831,
Tuvalu,1831,
Uganda,1831,
Ukraine,1831,
United Arab Emirates,1831,
United Kingdom,1831,18811881
United States,1831,13658580
Uruguay,1831,
USSR,1831,
Uzbekistan,1831,
Wallis et Futuna,1831,
Vanuatu,1831,
Venezuela,1831,
West Bank and Gaza,1831,
West Germany,1831,
Western Sahara,1831,
Vietnam,1831,
Virgin Islands (U.S.),1831,
Yemen Arab Republic (Former),1831,
Yemen Democratic (Former),1831,
Yemen - Rep.,1831,
Yugoslavia,1831,
Zambia,1831,
Zimbabwe,1831,
Åland,1831,
Abkhazia,1832,
Afghanistan,1832,
Akrotiri and Dhekelia,1832,
Albania,1832,
Algeria,1832,
American Samoa,1832,
Andorra,1832,
Angola,1832,
Anguilla,1832,
Antigua and Barbuda,1832,
Argentina,1832,
Armenia,1832,
Aruba,1832,
Australia,1832,338000
Austria,1832,3573000
Azerbaijan,1832,
Bahamas,1832,
Bahrain,1832,
Bangladesh,1832,
Barbados,1832,
Belarus,1832,
Belgium,1832,3814000
Belize,1832,
Benin,1832,
Bermuda,1832,
Bhutan,1832,
Bolivia,1832,
Bosnia and Herzegovina,1832,
Botswana,1832,
Brazil,1832,
British Virgin Islands,1832,
Brunei,1832,
Bulgaria,1832,
Burkina Faso,1832,
Burundi,1832,
Cambodia,1832,
Cameroon,1832,
Canada,1832,
Cape Verde,1832,
Cayman Islands,1832,
Central African Rep.,1832,
Chad,1832,
Channel Islands,1832,
Chile,1832,1007120
China,1832,409598247
Christmas Island,1832,
Cocos Island,1832,
Colombia,1832,
Comoros,1832,
Congo - Dem. Rep.,1832,
Congo - Rep.,1832,
Cook Islands,1832,
Costa Rica,1832,
Cote d'Ivoire,1832,
Croatia,1832,
Cuba,1832,
Cyprus,1832,
Czech Rep.,1832,
Czechoslovakia,1832,
Denmark,1832,1276000
Djibouti,1832,
Dominica,1832,
Dominican Rep.,1832,
East Germany,1832,
Ecuador,1832,
Egypt,1832,
El Salvador,1832,
Equatorial Guinea,1832,
Eritrea,1832,
Eritrea and Ethiopia,1832,
Estonia,1832,
Ethiopia,1832,
Faeroe Islands,1832,
Falkland Islands (Malvinas),1832,
Fiji,1832,
Finland,1832,1378000
France,1832,33598000
French Guiana,1832,
French Polynesia,1832,
Gabon,1832,
Gambia,1832,
Georgia,1832,
Germany,1832,28535000
Ghana,1832,
Gibraltar,1832,
Greece,1832,2581000
Greenland,1832,
Grenada,1832,
Guadeloupe,1832,
Guam,1832,
Guatemala,1832,
Guernsey,1832,
Guinea,1832,
Guinea-Bissau,1832,
Guyana,1832,
Haiti,1832,
Holy See,1832,
Honduras,1832,
Hong Kong - China,1832,
Hungary,1832,
Iceland,1832,
India,1832,
Indonesia,1832,18744620
Iran,1832,
Iraq,1832,
Ireland,1832,5655984
Isle of Man,1832,
Israel,1832,
Italy,1832,21791000
Jamaica,1832,
Japan,1832,31396194
Jersey,1832,
Jordan,1832,
Kazakhstan,1832,
Kenya,1832,
Kiribati,1832,
Korea - Dem. Rep.,1832,
Korea - Rep.,1832,
Korea - United,1832,
Kosovo,1832,
Kuwait,1832,
Kyrgyzstan,1832,
Laos,1832,
Latvia,1832,
Lebanon,1832,
Lesotho,1832,
Liberia,1832,
Libya,1832,
Liechtenstein,1832,
Lithuania,1832,
Luxembourg,1832,
Macao - China,1832,
Macedonia - FYR,1832,
Madagascar,1832,
Malawi,1832,
Malaysia,1832,
Maldives,1832,
Mali,1832,
Malta,1832,
Marshall Islands,1832,
Martinique,1832,
Mauritania,1832,
Mauritius,1832,
Mayotte,1832,
Mexico,1832,
Micronesia - Fed. Sts.,1832,
Moldova,1832,
Monaco,1832,
Mongolia,1832,
Montenegro,1832,
Montserrat,1832,
Morocco,1832,
Mozambique,1832,
Myanmar,1832,
Namibia,1832,
Nauru,1832,
Nepal,1832,
Netherlands,1832,2665000
Netherlands Antilles,1832,
New Caledonia,1832,
New Zealand,1832,
Ngorno-Karabakh,1832,
Nicaragua,1832,
Niger,1832,
Nigeria,1832,
Niue,1832,
Norfolk Island,1832,
Northern Cyprus,1832,
Northern Mariana Islands,1832,
Norway,1832,1150000
Oman,1832,
Pakistan,1832,
Palau,1832,
Panama,1832,
Papua New Guinea,1832,
Paraguay,1832,
Peru,1832,
Philippines,1832,
Pitcairn,1832,
Poland,1832,
Portugal,1832,3532000
Puerto Rico,1832,330000
Qatar,1832,
Reunion,1832,
Romania,1832,
Russia,1832,
Rwanda,1832,
Saint Barthélemy,1832,
Saint Helena,1832,
Saint Kitts and Nevis,1832,
Saint Lucia,1832,
Saint Martin,1832,
Saint Vincent and the Grenadines,1832,
Saint-Pierre-et-Miquelon,1832,
Samoa,1832,
San Marino,1832,
Sao Tome and Principe,1832,
Saudi Arabia,1832,
Senegal,1832,
Serbia,1832,
Serbia and Montenegro,1832,
Serbia excluding Kosovo,1832,
Seychelles,1832,
Sierra Leone,1832,
Singapore,1832,
Slovak Republic,1832,
Slovenia,1832,
Solomon Islands,1832,
Somalia,1832,
Somaliland,1832,
South Africa,1832,
South Ossetia,1832,
South Sudan,1832,
Spain,1832,13216000
Sri Lanka,1832,
Sudan,1832,
Suriname,1832,
Svalbard,1832,
Swaziland,1832,
Sweden,1832,2904134
Switzerland,1832,2123000
Syria,1832,
Taiwan,1832,
Tajikistan,1832,
Tanzania,1832,
Thailand,1832,
Timor-Leste,1832,
Togo,1832,
Tokelau,1832,
Tonga,1832,
Transnistria,1832,
Trinidad and Tobago,1832,
Tunisia,1832,
Turkey,1832,
Turkmenistan,1832,
Turks and Caicos Islands,1832,
Tuvalu,1832,
Uganda,1832,
Ukraine,1832,
United Arab Emirates,1832,
United Kingdom,1832,19028016
United States,1832,14077890
Uruguay,1832,
USSR,1832,
Uzbekistan,1832,
Wallis et Futuna,1832,
Vanuatu,1832,
Venezuela,1832,
West Bank and Gaza,1832,
West Germany,1832,
Western Sahara,1832,
Vietnam,1832,
Virgin Islands (U.S.),1832,
Yemen Arab Republic (Former),1832,
Yemen Democratic (Former),1832,
Yemen - Rep.,1832,
Yugoslavia,1832,
Zambia,1832,
Zimbabwe,1832,
Åland,1832,
Abkhazia,1833,
Afghanistan,1833,
Akrotiri and Dhekelia,1833,
Albania,1833,
Algeria,1833,
American Samoa,1833,
Andorra,1833,
Angola,1833,
Anguilla,1833,
Antigua and Barbuda,1833,
Argentina,1833,
Armenia,1833,
Aruba,1833,
Australia,1833,349000
Austria,1833,3590000
Azerbaijan,1833,
Bahamas,1833,
Bahrain,1833,
Bangladesh,1833,
Barbados,1833,
Belarus,1833,
Belgium,1833,3846000
Belize,1833,
Benin,1833,
Bermuda,1833,9125
Bhutan,1833,
Bolivia,1833,
Bosnia and Herzegovina,1833,
Botswana,1833,
Brazil,1833,
British Virgin Islands,1833,
Brunei,1833,
Bulgaria,1833,
Burkina Faso,1833,
Burundi,1833,
Cambodia,1833,
Cameroon,1833,
Canada,1833,
Cape Verde,1833,
Cayman Islands,1833,
Central African Rep.,1833,
Chad,1833,
Channel Islands,1833,
Chile,1833,1028350
China,1833,409897699
Christmas Island,1833,
Cocos Island,1833,
Colombia,1833,
Comoros,1833,
Congo - Dem. Rep.,1833,
Congo - Rep.,1833,
Cook Islands,1833,
Costa Rica,1833,
Cote d'Ivoire,1833,
Croatia,1833,
Cuba,1833,
Cyprus,1833,
Czech Rep.,1833,
Czechoslovakia,1833,
Denmark,1833,1284000
Djibouti,1833,
Dominica,1833,
Dominican Rep.,1833,
East Germany,1833,
Ecuador,1833,
Egypt,1833,
El Salvador,1833,
Equatorial Guinea,1833,
Eritrea,1833,
Eritrea and Ethiopia,1833,
Estonia,1833,
Ethiopia,1833,
Faeroe Islands,1833,
Falkland Islands (Malvinas),1833,
Fiji,1833,
Finland,1833,1383000
France,1833,33718000
French Guiana,1833,
French Polynesia,1833,
Gabon,1833,
Gambia,1833,
Georgia,1833,
Germany,1833,28801000
Ghana,1833,
Gibraltar,1833,
Greece,1833,2605000
Greenland,1833,
Grenada,1833,
Guadeloupe,1833,
Guam,1833,
Guatemala,1833,
Guernsey,1833,
Guinea,1833,
Guinea-Bissau,1833,
Guyana,1833,
Haiti,1833,
Holy See,1833,
Honduras,1833,
Hong Kong - China,1833,
Hungary,1833,
Iceland,1833,
India,1833,
Indonesia,1833,18900335
Iran,1833,
Iraq,1833,
Ireland,1833,5690849
Isle of Man,1833,
Israel,1833,
Italy,1833,21932000
Jamaica,1833,
Japan,1833,31429438
Jersey,1833,
Jordan,1833,
Kazakhstan,1833,
Kenya,1833,
Kiribati,1833,
Korea - Dem. Rep.,1833,
Korea - Rep.,1833,
Korea - United,1833,
Kosovo,1833,
Kuwait,1833,
Kyrgyzstan,1833,
Laos,1833,
Latvia,1833,
Lebanon,1833,
Lesotho,1833,
Liberia,1833,
Libya,1833,
Liechtenstein,1833,
Lithuania,1833,
Luxembourg,1833,
Macao - China,1833,
Macedonia - FYR,1833,
Madagascar,1833,
Malawi,1833,
Malaysia,1833,
Maldives,1833,
Mali,1833,
Malta,1833,
Marshall Islands,1833,
Martinique,1833,
Mauritania,1833,
Mauritius,1833,
Mayotte,1833,
Mexico,1833,
Micronesia - Fed. Sts.,1833,
Moldova,1833,
Monaco,1833,
Mongolia,1833,
Montenegro,1833,
Montserrat,1833,
Morocco,1833,
Mozambique,1833,
Myanmar,1833,
Namibia,1833,
Nauru,1833,
Nepal,1833,
Netherlands,1833,2683000
Netherlands Antilles,1833,
New Caledonia,1833,
New Zealand,1833,
Ngorno-Karabakh,1833,
Nicaragua,1833,
Niger,1833,
Nigeria,1833,
Niue,1833,
Norfolk Island,1833,
Northern Cyprus,1833,
Northern Mariana Islands,1833,
Norway,1833,1163000
Oman,1833,
Pakistan,1833,
Palau,1833,
Panama,1833,
Papua New Guinea,1833,
Paraguay,1833,
Peru,1833,
Philippines,1833,
Pitcairn,1833,
Poland,1833,
Portugal,1833,3552000
Puerto Rico,1833,
Qatar,1833,
Reunion,1833,
Romania,1833,
Russia,1833,
Rwanda,1833,
Saint Barthélemy,1833,
Saint Helena,1833,
Saint Kitts and Nevis,1833,
Saint Lucia,1833,
Saint Martin,1833,
Saint Vincent and the Grenadines,1833,
Saint-Pierre-et-Miquelon,1833,
Samoa,1833,
San Marino,1833,
Sao Tome and Principe,1833,
Saudi Arabia,1833,
Senegal,1833,
Serbia,1833,
Serbia and Montenegro,1833,
Serbia excluding Kosovo,1833,
Seychelles,1833,
Sierra Leone,1833,
Singapore,1833,
Slovak Republic,1833,
Slovenia,1833,
Solomon Islands,1833,
Somalia,1833,
Somaliland,1833,
South Africa,1833,
South Ossetia,1833,
South Sudan,1833,
Spain,1833,13304000
Sri Lanka,1833,
Sudan,1833,
Suriname,1833,
Svalbard,1833,
Swaziland,1833,
Sweden,1833,2927418
Switzerland,1833,2135000
Syria,1833,
Taiwan,1833,
Tajikistan,1833,
Tanzania,1833,
Thailand,1833,
Timor-Leste,1833,
Togo,1833,
Tokelau,1833,
Tonga,1833,
Transnistria,1833,
Trinidad and Tobago,1833,
Tunisia,1833,
Turkey,1833,
Turkmenistan,1833,
Turks and Caicos Islands,1833,
Tuvalu,1833,
Uganda,1833,
Ukraine,1833,
United Arab Emirates,1833,
United Kingdom,1833,19246151
United States,1833,14496235
Uruguay,1833,
USSR,1833,
Uzbekistan,1833,
Wallis et Futuna,1833,
Vanuatu,1833,
Venezuela,1833,
West Bank and Gaza,1833,
West Germany,1833,
Western Sahara,1833,
Vietnam,1833,
Virgin Islands (U.S.),1833,
Yemen Arab Republic (Former),1833,
Yemen Democratic (Former),1833,
Yemen - Rep.,1833,
Yugoslavia,1833,
Zambia,1833,
Zimbabwe,1833,
Åland,1833,
Abkhazia,1834,
Afghanistan,1834,
Akrotiri and Dhekelia,1834,
Albania,1834,
Algeria,1834,
American Samoa,1834,
Andorra,1834,
Angola,1834,
Anguilla,1834,
Antigua and Barbuda,1834,
Argentina,1834,
Armenia,1834,
Aruba,1834,
Australia,1834,354000
Austria,1834,3608000
Azerbaijan,1834,
Bahamas,1834,
Bahrain,1834,
Bangladesh,1834,
Barbados,1834,
Belarus,1834,
Belgium,1834,3879000
Belize,1834,
Benin,1834,
Bermuda,1834,8118
Bhutan,1834,
Bolivia,1834,
Bosnia and Herzegovina,1834,
Botswana,1834,
Brazil,1834,
British Virgin Islands,1834,
Brunei,1834,
Bulgaria,1834,
Burkina Faso,1834,
Burundi,1834,
Cambodia,1834,
Cameroon,1834,
Canada,1834,
Cape Verde,1834,
Cayman Islands,1834,
Central African Rep.,1834,
Chad,1834,
Channel Islands,1834,
Chile,1834,1049733
China,1834,410197370
Christmas Island,1834,
Cocos Island,1834,
Colombia,1834,
Comoros,1834,
Congo - Dem. Rep.,1834,
Congo - Rep.,1834,
Cook Islands,1834,
Costa Rica,1834,
Cote d'Ivoire,1834,
Croatia,1834,
Cuba,1834,
Cyprus,1834,
Czech Rep.,1834,
Czechoslovakia,1834,
Denmark,1834,1295000
Djibouti,1834,
Dominica,1834,
Dominican Rep.,1834,
East Germany,1834,
Ecuador,1834,
Egypt,1834,
El Salvador,1834,
Equatorial Guinea,1834,
Eritrea,1834,
Eritrea and Ethiopia,1834,
Estonia,1834,
Ethiopia,1834,
Faeroe Islands,1834,
Falkland Islands (Malvinas),1834,
Fiji,1834,
Finland,1834,1387000
France,1834,33859000
French Guiana,1834,
French Polynesia,1834,
Gabon,1834,
Gambia,1834,
Georgia,1834,
Germany,1834,29071000
Ghana,1834,
Gibraltar,1834,
Greece,1834,2629000
Greenland,1834,
Grenada,1834,
Guadeloupe,1834,
Guam,1834,
Guatemala,1834,
Guernsey,1834,
Guinea,1834,
Guinea-Bissau,1834,
